P22055054,-78.5753694,35.852228,25E,Northeast,2022-10-12,23:20:00,Assault/Simple,RALEIGH,4800 BLOCK AVENIDA DEL SOL DR
P22055061,-78.6489512,35.74334128,71A,Southeast,2022-10-13,0:50:00,Traffic/DWI (Driving While Impaired),RALEIGH,2800 BLOCK S SAUNDERS ST
P22055063,-78.68884973,35.77479207,25G,Southwest,2022-10-13,0:54:00,Assault/Aggravated,RALEIGH,1700 BLOCK GORMAN ST
P22055064,-78.73289379,35.89182664,80A,Northwest,2022-10-13,1:06:00,All Other/All Other Offenses,WAKE COUNTY,8400 BLOCK STONE MASON DR
P22055066,-78.60552475,35.86146649,71A,North,2022-10-13,2:23:00,Traffic/DWI (Driving While Impaired),RALEIGH,2100 BLOCK PORT ROYAL RD
P22055068,-78.62020289,35.86467097,54Z,North,2022-10-13,2:30:00,Drug Equipment/Paraphernalia,RALEIGH,6000 BLOCK FALLS OF NEUSE RD
P22055068,-78.62020289,35.86467097,54C,North,2022-10-13,2:30:00,Drug Violation/Felony,RALEIGH,6000 BLOCK FALLS OF NEUSE RD
P22055070,-78.57609472,35.79669717,80B,Southeast,2022-10-13,2:32:00,All Other/Damage to Property (minor),RALEIGH,1200 BLOCK PLAINVIEW DR
P22055071,-78.61945411,35.82917142,54D,North,2022-10-13,2:46:00,Drug Violation/Misdemeanor,RALEIGH,3400 BLOCK WAKE FOREST RD
P22055071,-78.61945411,35.82917142,71A,North,2022-10-13,2:46:00,Traffic/DWI (Driving While Impaired),RALEIGH,3400 BLOCK WAKE FOREST RD
P22055072,-78.64015991,35.73573531,25E,Downtown,2022-10-13,3:53:00,Assault/Simple,RALEIGH,3300 BLOCK HAMMOND RD
P22055073,-78.57242611,35.81372368,25E,Southeast,2022-10-13,3:47:00,Assault/Simple,RALEIGH,2500 BLOCK DALITY DR
P22055074,-78.7337992,35.8911079,30B,Northwest,2022-10-13,4:40:00,Burglary/Residential,RALEIGH,8400 BLOCK WHISPER RIDGE PL
P22055076,-78.60552475,35.86146649,54C,North,2022-10-13,2:21:00,Drug Violation/Felony,RALEIGH,2100 BLOCK PORT ROYAL RD
P22055077,-78.62291695,35.83731336,35F,North,2022-10-13,6:03:00,Larceny/Theft from Motor Vehicle,RALEIGH,1000 BLOCK WOFFORD LN
P22055082,-78.55829045,35.89877633,25G,North,2022-10-13,6:46:00,Assault/Aggravated,WAKE COUNTY,4800 BLOCK THORNTON RD
P22055087,-78.6956488,35.75044739,25E,Southwest,2022-10-13,7:38:00,Assault/Simple,RALEIGH,1900 BLOCK WOLFTECH LN
P22055092,-78.58231656,35.8015262,35D,Northeast,2022-10-13,8:21:00,Larceny/Theft from Building,RALEIGH,3400 BLOCK LAKE WOODARD DR
P22055093,-78.70179098,35.82939995,35H,Northwest,2022-10-13,8:23:00,Larceny/All Other,RALEIGH,3700 BLOCK EDWARDS MILL RD
P22055095,-78.63500314,35.83674724,30A,North,2022-10-13,7:34:00,Burglary/Commercial or Non-Residential,RALEIGH,300 BLOCK ST ALBANS DR
P22055098,-78.62516729,35.86229745,35F,North,2022-10-13,8:30:00,Larceny/Theft from Motor Vehicle,RALEIGH,5900 BLOCK WHITEBUD DR
P22055102,-78.5468795,35.84227894,35H,Northeast,2022-10-13,9:25:00,Larceny/All Other,RALEIGH,4600 BLOCK CARDINAL GROVE BLVD
P22055104,-78.58815292,35.81313901,30B,Northeast,2022-10-13,9:04:00,Burglary/Residential,RALEIGH,2400 BLOCK HILL ST
P22055105,-78.60216672,35.85858832,80D,North,2022-10-13,9:25:00,All Other/Trespassing,RALEIGH,5800 BLOCK SHADY GROVE CIR
P22055106,-78.61824743,35.78415312,25E,Southeast,2022-10-13,9:36:00,Assault/Simple,RALEIGH,1500 BLOCK OAKWOOD AVE
P22055107,-78.57773524,35.8808143,35H,North,2022-10-13,10:07:00,Larceny/All Other,RALEIGH,3700 BLOCK OVERLOOK RD
P22055108,-78.61359387,35.7543965,56B,Southeast,2022-10-13,10:11:00,Fraud/Credit Card-ATM Fraud,RALEIGH,1600 BLOCK CROSS LINK RD
P22055110,-78.61187945,35.84129392,70E,North,2022-10-13,8:52:00,Disorderly Conduct/Resist-Delay-Obstruct Officer,RALEIGH,4300 BLOCK FALLS OF NEUSE RD
P22055112,0,0,54D,Southeast,2022-10-13,10:32:00,Drug Violation/Misdemeanor,WAKE COUNTY,RAMP 87 SB TO POOLE
P22055113,-78.56221295,35.79858674,35C,Southeast,2022-10-13,10:19:00,Larceny/Shoplifting,RALEIGH,4400 BLOCK NEW BERN AVE
P22055114,-78.71516968,35.77308025,25G,Southwest,2022-10-13,10:25:00,Assault/Aggravated,RALEIGH,1100 BLOCK ATHENS DR
P22055115,-78.5753694,35.852228,25E,Northeast,2022-10-13,9:57:00,Assault/Simple,RALEIGH,4800 BLOCK AVENIDA DEL SOL DR
P22055123,-78.63658477,35.77818619,35B,Downtown,2022-10-13,11:20:00,Larceny/Purse-Snatching,RALEIGH,200 BLOCK S BLOUNT ST
P22055125,-78.56019555,35.762297,54D,Southeast,2022-10-13,11:26:00,Drug Violation/Misdemeanor,WAKE COUNTY,900 BLOCK S NEW HOPE RD
P22055125,-78.56019555,35.762297,51A,Southeast,2022-10-13,11:26:00,Weapons/Carry Concealed Weapon,WAKE COUNTY,900 BLOCK S NEW HOPE RD
P22055126,-78.72854179,35.78034629,25E,Southwest,2022-10-13,11:40:00,Assault/Simple,RALEIGH,5300 BLOCK ORCHARD ST
P22055127,-78.5590567,35.85603013,56C,Northeast,2022-10-13,10:50:00,Fraud/ID Theft,WAKE COUNTY,5000 BLOCK SPRING FOREST RD
P22055130,-78.55971059,35.93007615,63M,North,2022-10-13,11:32:00,Embezzlement,RALEIGH,10600 BLOCK EDMUNDSON AV
P22055133,-78.64725054,35.78662893,35F,Downtown,2022-10-13,11:59:00,Larceny/Theft from Motor Vehicle,RALEIGH,500 BLOCK GLENWOOD AV
P22055134,-78.62568766,35.78109941,54C,Downtown,2022-10-13,12:01:00,Drug Violation/Felony,RALEIGH,100 BLOCK IDLEWILD AV
P22055135,-78.5888335,35.78635246,53A,Southeast,2022-10-13,8:29:00,Damage to Property (Group A),RALEIGH,3000 BLOCK NEW BERN AV
P22055137,-78.55320673,35.89327014,56C,North,2022-10-13,0:31:00,Fraud/ID Theft,RALEIGH,5200 BLOCK CROSSWOOD WAY
P22055138,-78.6271742,35.87740056,56F,North,2022-10-13,12:06:00,Fraud/Worthless-Bad Checks,RALEIGH,800 BLOCK VAN THOMAS DR
P22055139,-78.67979036,35.88967472,56B,Northwest,2022-10-12,19:59:00,Fraud/Credit Card-ATM Fraud,RALEIGH,7600 BLOCK CREEDMOOR RD
P22055140,-78.72214962,35.89066676,56C,Northwest,2022-10-12,19:26:00,Fraud/ID Theft,RALEIGH,5100 BLOCK KILLARNEY HOPE DR
P22055143,-78.61359387,35.7543965,35C,Southeast,2022-10-13,11:48:00,Larceny/Shoplifting,RALEIGH,1600 BLOCK CROSS LINK RD
P22055145,-78.6907885,35.8485648,54C,Northwest,2022-10-13,12:28:00,Drug Violation/Felony,RALEIGH,1300 BLOCK TRIBUTE CENTER DR
P22055148,-78.58157179,35.85878289,25E,Northeast,2022-10-13,12:14:00,Assault/Simple,RALEIGH,5400 BLOCK CAPITAL BLVD
P22055151,-78.62648212,35.79343395,35H,Downtown,2022-10-13,12:28:00,Larceny/All Other,RALEIGH,1100 BLOCK NORRIS ST
P22055156,-78.56221295,35.79858674,35C,Southeast,2022-10-13,12:40:00,Larceny/Shoplifting,RALEIGH,4400 BLOCK NEW BERN AVE
P22055160,-78.70345687,35.85668765,56B,Northwest,2022-10-13,13:19:00,Fraud/Credit Card-ATM Fraud,RALEIGH,6200 BLOCK GLENWOOD AV
P22055168,-78.6257923,35.77671652,54C,Downtown,2022-10-13,13:59:00,Drug Violation/Felony,RALEIGH,200 BLOCK BLADEN ST
P22055169,-78.69335261,35.88452083,56C,Northwest,2022-10-13,14:02:00,Fraud/ID Theft,RALEIGH,7700 BLOCK SUTCLIFFE DR
P22055170,0,0,35H,North,2022-10-13,14:04:00,Larceny/All Other,WAKE COUNTY,"6300 BLOCK DOWD FOREST DRIVE,"
P22055171,-78.64488163,35.73340845,52D,Southeast,2022-10-13,13:12:00,Stolen Property/Recover Stolen Vehicle (no arrest) (STOLEN FROM OTHER JURISDICTION),RALEIGH,3200 BLOCK DURHAM DR
P22055172,-78.58121116,35.77501355,53A,Southeast,2022-10-13,14:15:00,Damage to Property (Group A),RALEIGH,3300 BLOCK SUNGROVE LN
P22055180,-78.61159075,35.89106348,35F,North,2022-10-13,14:43:00,Larceny/Theft from Motor Vehicle,RALEIGH,7900 BLOCK HARPS MILL RD
P22055182,-78.57895067,35.84444755,80D,Northeast,2022-10-13,14:29:00,All Other/Trespassing,RALEIGH,3100 BLOCK CALVARY DR
P22055182,-78.57895067,35.84444755,70E,Northeast,2022-10-13,14:29:00,Disorderly Conduct/Resist-Delay-Obstruct Officer,RALEIGH,3100 BLOCK CALVARY DR
P22055184,-78.65656146,35.8736819,56A,Northwest,2022-10-13,14:58:00,Fraud/False Pretense or Swindle,RALEIGH,7300 BLOCK SUMMERLAND DR
P22055187,-78.66122284,35.89062435,56E,Northwest,2022-10-13,15:13:00,Fraud/Wire Fraud,RALEIGH,7900 BLOCK ROOKSLEY CT
P22055188,-78.66269048,35.79273399,35H,Southwest,2022-10-13,14:53:00,Larceny/All Other,RALEIGH,600 BLOCK OBERLIN RD
P22055189,-78.72021062,35.89045811,54D,Northwest,2022-10-13,15:25:00,Drug Violation/Misdemeanor,RALEIGH,8400 BLOCK PRIDE WAY
P22055190,-78.63329545,35.7445836,35H,Southeast,2022-10-13,15:28:00,Larceny/All Other,RALEIGH,2600 BLOCK RUMBA CT
P22055193,-78.56082464,35.81215051,80D,Southeast,2022-10-13,13:52:00,All Other/Trespassing,RALEIGH,4600 BLOCK TOLLINGTON DR
P22055194,-78.55953696,35.94289024,35C,North,2022-10-13,16:01:00,Larceny/Shoplifting,RALEIGH,13400 BLOCK FALLS OF NEUSE RD
P22055197,-78.62742841,35.86026864,35F,North,2022-10-13,16:17:00,Larceny/Theft from Motor Vehicle,RALEIGH,5800 BLOCK BRANCHWOOD RD
P22055199,-78.71149884,35.77031691,25E,Southwest,2022-10-13,16:00:00,Assault/Simple,RALEIGH,1400 BLOCK ATHENS DR
P22055201,-78.64318014,35.77440158,52D,Downtown,2022-10-13,16:31:00,Stolen Property/Recover Stolen Vehicle (no arrest) (STOLEN FROM OTHER JURISDICTION),RALEIGH,200 BLOCK W CABARRUS ST
P22055202,-78.52212926,35.89689648,80A,North,2022-10-13,12:45:00,All Other/All Other Offenses,RALEIGH,3600 BLOCK ALTHORP DR
P22055203,-78.61186652,35.81671103,35D,Northeast,2022-10-13,15:37:00,Larceny/Theft from Building,RALEIGH,2600 BLOCK NOBLEWOOD CIR
P22055205,-78.61236051,35.83676413,25E,North,2022-10-13,16:08:00,Assault/Simple,RALEIGH,1700 BLOCK NEW HOPE CHURCH RD
P22055207,-78.63658477,35.77818619,25E,Downtown,2022-10-13,16:49:00,Assault/Simple,RALEIGH,200 BLOCK S BLOUNT ST
P22055208,-78.64941703,35.85758536,35G,North,2022-10-13,15:25:00,Larceny/Theft of MV Parts-Accessories,RALEIGH,5500 BLOCK DIXON DR
P22055213,-78.6460804,35.88132757,55A,North,2022-10-13,15:08:00,Counterfeiting/Forgery,RALEIGH,7400 BLOCK SIX FORKS RD
P22055218,-78.53930494,35.81198607,11,Southeast,2022-10-13,17:13:00,Homicide/Murder-Nonnegligent Manslaughter,RALEIGH,5300 BLOCK SAHALEE WAY
P22055218,-78.53930494,35.81198607,25G,Southeast,2022-10-13,17:13:00,Assault/Aggravated,RALEIGH,5300 BLOCK SAHALEE WAY
P22055219,-78.62052558,35.75239829,25E,Southeast,2022-10-13,17:40:00,Assault/Simple,RALEIGH,2100 BLOCK GILLIAM LN
P22055223,-78.56227506,35.84681227,25E,Northeast,2022-10-13,19:23:00,Assault/Simple,RALEIGH,5000 BLOCK BEDELL ST
P22055225,-78.64243393,35.86610112,51C,North,2022-10-13,19:53:00,Weapons/Shots Fired,RALEIGH,200 BLOCK RIDGEWOOD DR
P22055229,-78.61776718,35.77910553,82E,Southeast,2022-10-13,20:01:00,Humane/Animal Bite,RALEIGH,1300 BLOCK POOLE RD
P22055230,-78.628102,35.7484562,25E,Southeast,2022-10-13,20:36:00,Assault/Simple,RALEIGH,2600 BLOCK FITZGERALD DR
P22055230,-78.628102,35.7484562,80B,Southeast,2022-10-13,20:36:00,All Other/Damage to Property (minor),RALEIGH,2600 BLOCK FITZGERALD DR
P22055231,-78.66034552,35.88720733,51C,Northwest,2022-10-13,20:12:00,Weapons/Shots Fired,RALEIGH,7800 BLOCK MAYFAIRE CREST LN
P22055232,-78.67187686,35.85289221,80D,Northwest,2022-10-13,19:46:00,All Other/Trespassing,RALEIGH,5300 BLOCK THAXTON PL
P22055236,-78.69137744,35.84155279,82E,Northwest,2022-10-13,20:30:00,Humane/Animal Bite,RALEIGH,4400 BLOCK MILL VILLAGE RD
P22055246,-78.68009416,35.87426679,80E,Northwest,2022-10-13,21:47:00,All Other/Unauthorized Use of Vehicle,RALEIGH,2400 BLOCK TONY TANK LN
P22055248,-78.61455066,35.88684528,51C,North,2022-10-13,22:53:00,Weapons/Shots Fired,RALEIGH,HAYMARKET LN  &  HARPS MILL RD
P22055249,-78.68721999,35.77922194,80B,Southwest,2022-10-13,22:56:00,All Other/Damage to Property (minor),RALEIGH,1400 BLOCK GORMAN ST
P22055253,-78.61777084,35.76913314,25G,Southeast,2022-10-13,21:23:00,Assault/Aggravated,RALEIGH,800 BLOCK ROCK QUARRY RD
P22055255,-78.63350926,35.77404918,25E,Downtown,2022-10-14,1:00:00,Assault/Simple,RALEIGH,400 BLOCK S BLOODWORTH ST
P22055256,-78.68545847,35.77392839,25F,Southwest,2022-10-14,1:45:00,Assault/Intimidation-Communicating Threats,RALEIGH,1700 BLOCK CREST RD
P22055257,-78.63034936,35.79551279,25E,Downtown,2022-10-14,2:20:00,Assault/Simple,RALEIGH,400 BLOCK CLOVER LN
P22055258,-78.64651177,35.7886498,30A,Downtown,2022-10-14,2:34:00,Burglary/Commercial or Non-Residential,RALEIGH,500 BLOCK W PEACE ST
P22055258,-78.64651177,35.7886498,53A,Downtown,2022-10-14,2:34:00,Damage to Property (Group A),RALEIGH,500 BLOCK W PEACE ST
P22055266,-78.59863319,35.86333601,35F,North,2022-10-14,7:39:00,Larceny/Theft from Motor Vehicle,RALEIGH,2400 BLOCK DIXIE FOREST RD
P22055266,-78.59863319,35.86333601,40A,North,2022-10-14,7:39:00,Motor Vehicle Theft,RALEIGH,2400 BLOCK DIXIE FOREST RD
P22055270,-78.65162297,35.89971165,56B,Northwest,2022-10-14,8:17:00,Fraud/Credit Card-ATM Fraud,RALEIGH,8800 BLOCK SIX FORKS RD
P22055271,-78.62722243,35.7833147,25E,Southeast,2022-10-14,7:45:00,Assault/Simple,RALEIGH,200 BLOCK SEAWELL AV
P22055274,-78.64417953,35.78865803,53A,Downtown,2022-10-14,7:39:00,Damage to Property (Group A),RALEIGH,400 BLOCK W PEACE ST
P22055275,-78.60267548,35.81951047,80D,Northeast,2022-10-14,8:05:00,All Other/Trespassing,RALEIGH,2900 BLOCK HIGHWOODS BLVD
P22055278,-78.56387441,35.75280719,80B,Southeast,2022-10-14,8:07:00,All Other/Damage to Property (minor),RALEIGH,1500 BLOCK OXLEYMARE DR
P22055279,-78.63575759,35.79222739,80A,Downtown,2022-10-14,8:33:00,All Other/All Other Offenses,RALEIGH,900 BLOCK N BLOUNT ST
P22055280,-78.61325154,35.7943776,35H,Northeast,2022-10-14,9:14:00,Larceny/All Other,RALEIGH,1800 BLOCK CANTWELL CT
P22055281,-78.66210586,35.78818711,53A,Southwest,2022-10-14,9:17:00,Damage to Property (Group A),RALEIGH,300 BLOCK OBERLIN ROAD
P22055282,-78.56221295,35.79858674,80D,Southeast,2022-10-14,8:31:00,All Other/Trespassing,RALEIGH,4400 BLOCK NEW BERN AVE
P22055282,-78.56221295,35.79858674,35C,Southeast,2022-10-14,8:31:00,Larceny/Shoplifting,RALEIGH,4400 BLOCK NEW BERN AVE
P22055283,-78.64411452,35.8733575,35D,North,2022-10-14,9:24:00,Larceny/Theft from Building,RALEIGH,700 BLOCK ROYAL ANNE LANE
P22055284,-78.6415641,35.83810709,80B,North,2022-10-14,9:03:00,All Other/Damage to Property (minor),RALEIGH,4200 BLOCK SIX FORKS RD
P22055285,-78.57923371,35.89520969,35F,North,2022-10-14,9:28:00,Larceny/Theft from Motor Vehicle,RALEIGH,8300 BLOCK CAMP DURANT RD
P22055286,-78.8008003,35.90196046,53A,Northwest,2022-10-14,9:33:00,Damage to Property (Group A),RALEIGH,"10200 BLOCK CERNY STREET,"
P22055287,-78.5517719,35.78152794,25E,Southeast,2022-10-14,8:56:00,Assault/Simple,RALEIGH,300 BLOCK RATTAN BAY DR
P22055289,-78.64714241,35.89008114,56F,North,2022-10-14,9:42:00,Fraud/Worthless-Bad Checks,RALEIGH,100 BLOCK TALISMAN WAY
P22055290,0,0,56C,North,2022-10-14,9:45:00,Fraud/ID Theft,WAKE COUNTY,101 PARK  &  NORTH HILLS ST ST
P22055291,-78.5354055,35.87696712,35F,North,2022-10-06,18:00:00,Larceny/Theft from Motor Vehicle,RALEIGH,100 BLOCK TRAILHEAD LN
P22055292,-78.70968907,35.85283603,35F,Northwest,2022-10-14,8:32:00,Larceny/Theft from Motor Vehicle,RALEIGH,5500 BLOCK SHARPE DR
P22055294,-78.61367473,35.83659729,56A,North,2022-10-14,8:07:00,Fraud/False Pretense or Swindle,RALEIGH,4100 BLOCK WAKE FOREST RD
P22055296,-78.57550223,35.85483414,35F,Northeast,2022-10-14,10:23:00,Larceny/Theft from Motor Vehicle,RALEIGH,5000 BLOCK CAPE BRETON DR
P22055302,-78.58223941,35.83524878,35F,Northeast,2022-10-14,10:30:00,Larceny/Theft from Motor Vehicle,RALEIGH,4000 BLOCK CAPITAL BLVD
P22055303,-78.62042743,35.78118736,30B,Southeast,2022-10-14,11:10:00,Burglary/Residential,RALEIGH,1200 BLOCK BOYER ST
P22055304,-78.61813762,35.7693466,25E,Southeast,2022-10-14,11:21:00,Assault/Simple,RALEIGH,MERRYWOOD DR  &  ROCK QUARRY RD
P22055305,-78.67675829,35.80840151,56C,Southwest,2022-10-14,11:54:00,Fraud/ID Theft,RALEIGH,3000 BLOCK LEWIS FARM RD
P22055319,-78.62355174,35.77991784,25G,Downtown,2022-10-14,11:39:00,Assault/Aggravated,RALEIGH,1000 BLOCK NEW BERN AVE
P22055320,-78.60833484,35.86641986,53A,North,2022-10-14,13:36:00,Damage to Property (Group A),RALEIGH,6000 BLOCK SENTINEL DR
P22055321,-78.69361536,35.79337235,35H,Southwest,2022-10-14,13:41:00,Larceny/All Other,RALEIGH,3000 BLOCK RICHWARD PL
P22055324,-78.57711524,35.8554143,54Z,Northeast,2022-10-14,13:25:00,Drug Equipment/Paraphernalia,RALEIGH,3800 BLOCK SPRING FOREST RD
P22055324,-78.57711524,35.8554143,54D,Northeast,2022-10-14,13:25:00,Drug Violation/Misdemeanor,RALEIGH,3800 BLOCK SPRING FOREST RD
P22055326,-78.60133538,35.84189564,56C,North,2022-10-14,13:55:00,Fraud/ID Theft,RALEIGH,4300 BLOCK ATLANTIC AV
P22055327,-78.56837729,35.7991254,56B,Southeast,2022-10-14,14:05:00,Fraud/Credit Card-ATM Fraud,RALEIGH,3900 BLOCK NEW BERN AV
P22055332,-78.72021062,35.89045811,25E,Northwest,2022-10-14,14:23:00,Assault/Simple,RALEIGH,8400 BLOCK PRIDE WAY
P22055333,-78.57777391,35.79750465,35F,Northeast,2022-10-14,14:35:00,Larceny/Theft from Motor Vehicle,RALEIGH,3700 BLOCK NEW BERN AV
P22055340,-78.54450961,35.95042106,17M,North,2022-10-14,14:01:00,Sex Offense/Indecent Exposure,RALEIGH,14400 BLOCK CALLOWAY GAP RD
P22055342,-78.68239084,35.83912309,25E,Northwest,2022-10-14,14:10:00,Assault/Simple,RALEIGH,4700 BLOCK RIVERWOOD CIR
P22055343,-78.67336153,35.83676211,35G,Northwest,2022-10-14,13:44:00,Larceny/Theft of MV Parts-Accessories,RALEIGH,3900 BLOCK ARROW DR
P22055345,-78.56837729,35.7991254,54Z,Southeast,2022-10-14,15:25:00,Drug Equipment/Paraphernalia,RALEIGH,3900 BLOCK NEW BERN AVE
P22055350,-78.55230052,35.96540264,53A,North,2022-10-14,15:06:00,Damage to Property (Group A),RALEIGH,12300 BLOCK HONEYCHURCH ST
P22055353,-78.58091731,35.85239172,35C,Northeast,2022-10-14,15:32:00,Larceny/Shoplifting,RALEIGH,4900 BLOCK CAPITAL BLVD
P22055356,-78.62927839,35.77531201,80A,Downtown,2022-10-14,15:10:00,All Other/All Other Offenses,RALEIGH,400 BLOCK S SWAIN ST
P22055357,-78.6226069,35.86085675,51C,North,2022-10-14,15:23:00,Weapons/Shots Fired,RALEIGH,5800 BLOCK WILLOWBROOK DR
P22055358,-78.59085343,35.77370735,25E,Southeast,2022-10-14,15:04:00,Assault/Simple,RALEIGH,600 BLOCK RALPH DR
P22055359,-78.66024818,35.7972162,25E,Southwest,2022-10-14,15:50:00,Assault/Simple,RALEIGH,1000 BLOCK OBERLIN RD
P22055364,-78.79847056,35.89271082,25F,Northwest,2022-10-14,15:31:00,Assault/Intimidation-Communicating Threats,RALEIGH,9300 BLOCK GLOBE CENTER DR
P22055369,-78.58091731,35.85239172,80B,Northeast,2022-10-14,16:13:00,All Other/Damage to Property (minor),RALEIGH,4900 BLOCK CAPITAL BLVD
P22055373,-78.62659156,35.82596312,25E,North,2022-10-14,15:59:00,Assault/Simple,RALEIGH,900 BLOCK WAKE TOWNE DR
P22055375,-78.6425506,35.84410226,80A,North,2022-10-14,13:16:00,All Other/All Other Offenses,RALEIGH,4700 BLOCK HOMEWOOD CT
P22055386,-78.78512575,35.9091423,35C,Northwest,2022-10-14,17:56:00,Larceny/Shoplifting,RALEIGH,8200 BLOCK BRIER CREEK PKWY
P22055388,-78.64207261,35.87196058,25E,North,2022-10-14,17:43:00,Assault/Simple,RALEIGH,6700 BLOCK SIX FORKS RD
P22055389,-78.72169075,35.78518217,54D,Southwest,2022-10-14,18:17:00,Drug Violation/Misdemeanor,RALEIGH,WESTERN BLVD  &  JONES FRANKLIN RD
P22055395,-78.59880041,35.83693973,25E,Northeast,2022-10-14,17:50:00,Assault/Simple,RALEIGH,3800 BLOCK BRENTWOOD RD
P22055399,-78.70400733,35.76577088,35F,Southwest,2022-10-14,18:08:00,Larceny/Theft from Motor Vehicle,RALEIGH,1000 BLOCK AVENT HL
P22055403,-78.54442341,35.84192027,82E,Northeast,2022-10-14,17:36:00,Humane/Animal Bite,RALEIGH,4300 BLOCK HOLLOW TREE CT
P22055409,-78.53871556,35.81141162,51C,Southeast,2022-10-14,18:09:00,Weapons/Shots Fired,RALEIGH,2100 BLOCK CASTLE PINES DR
P22055412,-78.58796665,35.90689007,35C,North,2022-10-14,17:22:00,Larceny/Shoplifting,RALEIGH,1100 BLOCK FALLS RIVER AVE
P22055416,-78.65674214,35.74578076,25E,Southwest,2022-10-14,19:59:00,Assault/Simple,RALEIGH,800 BLOCK SUFFOLK BLVD
P22055418,-78.58118682,35.8551148,25E,Northeast,2022-10-14,18:03:00,Assault/Simple,RALEIGH,5100 BLOCK CAPITAL BLVD
P22055421,-78.67655025,35.8396402,35H,Northwest,2022-10-14,20:37:00,Larceny/All Other,RALEIGH,4300 BLOCK GLENWOOD AVE
P22055424,-78.72639392,35.77419579,25E,Southwest,2022-10-14,20:46:00,Assault/Simple,RALEIGH,5100 BLOCK FORT SUMTER RD
P22055431,-78.58740809,35.83642074,20B,Northeast,2022-10-14,21:28:00,Robbery/From Person,RALEIGH,3000 BLOCK NEW HOPE CHURCH RD
P22055432,-78.64625726,35.83443403,80D,Southwest,2022-10-14,21:57:00,All Other/Trespassing,RALEIGH,400 BLOCK LAKESTONE DR
P22055433,-78.63825189,35.77213418,80A,Downtown,2022-10-14,21:34:00,All Other/All Other Offenses,RALEIGH,100 BLOCK E SOUTH ST
P22055434,-78.59283536,35.82797057,51C,Northeast,2022-10-14,21:15:00,Weapons/Shots Fired,RALEIGH,3300 BLOCK HUNTLEIGH DR
P22055435,-78.59327923,35.80575867,25E,Northeast,2022-10-14,21:58:00,Assault/Simple,RALEIGH,3000 BLOCK LAKE WOODARD DR
P22055436,-78.68102117,35.75181896,25G,Southwest,2022-10-14,22:24:00,Assault/Aggravated,RALEIGH,1900 BLOCK ORCHARD HOLLOW LN
P22055438,-78.61327163,35.83712376,25E,North,2022-10-14,22:49:00,Assault/Simple,RALEIGH,WAKE FOREST RD  &  NEW HOPE CHURCH RD
P22055441,-78.61347432,35.77983225,80A,Southeast,2022-10-14,23:48:00,All Other/All Other Offenses,RALEIGH,NEW BERN AVE  &  N RALEIGH BLVD
P22055442,-78.58639868,35.75562507,51D,Southeast,2022-10-14,23:49:00,Weapons/All Other,RALEIGH,1500 BLOCK NOBLE CREEK LN
P22055443,-78.72774668,35.87348036,25E,Northwest,2022-10-15,0:04:00,Assault/Simple,RALEIGH,8100 BLOCK GLENWOOD AVE
P22055444,-78.6220603,35.81599278,70D,Northeast,2022-10-14,23:35:00,Disorderly Conduct/Drunk-Disorderly,RALEIGH,600 BLOCK CREEKSIDE DR
P22055450,-78.626322,35.7800204,54D,Downtown,2022-10-14,23:26:00,Drug Violation/Misdemeanor,RALEIGH,800 BLOCK NEW BERN AV
P22055451,-78.64116329,35.78820105,54C,Downtown,2022-10-15,1:25:00,Drug Violation/Felony,RALEIGH,200 BLOCK W PEACE ST
P22055451,-78.64116329,35.78820105,51A,Downtown,2022-10-15,1:25:00,Weapons/Carry Concealed Weapon,RALEIGH,200 BLOCK W PEACE ST
P22055454,-78.64800594,35.84533395,80A,North,2022-10-15,0:14:00,All Other/All Other Offenses,RALEIGH,200 BLOCK ELLWOOD DR
P22055455,-78.72174676,35.77784848,25F,Southwest,2022-10-15,1:00:00,Assault/Intimidation-Communicating Threats,RALEIGH,300 BLOCK JONES FRANKLIN RD
P22055456,-78.64919957,35.75737574,63M,Southwest,2022-10-15,1:16:00,Embezzlement,RALEIGH,1700 BLOCK S SAUNDERS ST
P22055457,-78.65082169,35.78866222,54Z,Downtown,2022-10-15,2:18:00,Drug Equipment/Paraphernalia,RALEIGH,800 BLOCK W PEACE ST
P22055457,-78.65082169,35.78866222,54D,Downtown,2022-10-15,2:18:00,Drug Violation/Misdemeanor,RALEIGH,800 BLOCK W PEACE ST
P22055458,-78.66489971,35.75227661,51C,Southwest,2022-10-15,1:53:00,Weapons/Shots Fired,RALEIGH,1500 BLOCK CREEKWOOD CT
P22055459,-78.64721314,35.78733468,51A,Downtown,2022-10-15,2:25:00,Weapons/Carry Concealed Weapon,RALEIGH,600 BLOCK GLENWOOD AV
P22055459,-78.64721314,35.78733468,54Z,Downtown,2022-10-15,2:25:00,Drug Equipment/Paraphernalia,RALEIGH,600 BLOCK GLENWOOD AV
